Product Id,Price
10294413,1.67
10291798,1.93
10319293,1.74
10291797,1.93
10291863,1.14
10291025,0.82
10291746,3.54
46330158,5.93
10292113,3.33
10311314,3.62
15718130,3.47
10294615,1.97
122249068,5.48
10294673,1.97
12166182,2.98
49658062,1.97
40926625,1.48
40926634,1.48
10311392,2.46
20470594,3.12
34201713,4.44
17203447,1.13
10818672,2.5
13424483,2.5
10818669,2.5
15716842,4.97
37332439,Out of Stock
10309811,4.97
10309820,4.97
55109196,4.97
52774219,9.94
827726263,6.48
370602672,12.48
39086034,0.75
44662566,3.98
44662562,3.98
44662559,3.98
44662563,3.98
44662561,3.98
15556271,15.99
10984516,15.99
24538615,15.99
22563370,16.27
22563369,9.27
10984552,15.99
10984550,8.99
50912363,2.18
38227572,2.76
21618295,4.42
21651852,2.58
21651856,2.18
21108358,3.34
12443820,1.92
813236892,7.97
19898461,12.84
419936114,4.48
517352231,3.98
170476642,4.56
10533919,2.08
10449432,2.97
644002814,2.97
10533916,2.08
629078254,3.18
710007426,3.18
470714475,3.18
703193408,3.18
10314777,2.08
26832231,4.38
172802595,2.48
46491804,1.78
45912872,2.96
35824694,4.87
10452830,3.57
12018215,3.92
46491799,1.78
989704797,1.98
10452829,2.98
204689775,2.58
40999658,2.58
157426967,2.58
21349264,2.58
21467426,2.58
21467427,2.58
44754087,2.58
22301233,2.58
930588005,2.98
50259433,2.58
50259427,2.58
34312391,2.58
26811018,2.58
26811023,2.58
132714110,2.58
312135019,2.58
12444425,4
12444426,6.34
331853414,9.68
131903976,12.64
20850616,1.94
12018528,0.74
10449330,0.74
10307791,1.52
15729032,1.94
10452824,2.78
19897898,1.98
160065419,2.48
10449317,1.98
247313324,2.98
193243827,3.96
10291056,3.64
45956707,Out of Stock
10291535,1.98
10291058,3.97
12018745,12.47
11964612,1.88
15730462,1.88
20702796,1.98
10308416,1.98
33282374,0.25
38253425,0.88
38253501,0.88
38253488,0.88
280368987,0.88
33282373,0.88
35013169,0.88
10804327,Out of Stock
10306800,1
10306799,1
10306793,1
10306790,1
10306779,1.38
10306794,1
12166523,0.75
10313172,1.37
21467432,1.37
10313174,2.25
10292168,1
10292168,1
10290957,1.68
10290952,1.47
15240706,1.5
15240705,1.5
10304331,1.48
10304412,1.72
10304327,1.48
10304328,1.48
10304323,2.28
10295233,1.76
10295242,1.76
10295242,1.76
594550536,2.36
43830575,0.56
15240647,2.78
10308535,0.88
10449173,0.98
10308533,0.88
10321012,0.88
55019241,0.98
10308552,0.88
55019243,0.98
51258906,3.28
10321386,1.53
190824469,1.68
10290949,2.18
16777249,0.98
10295081,1.14
10295086,0.88
10295087,1.64
10292992,0.84
10794762,0.98
10794762,0.98
10295082,0.72
10295084,0.5
10292994,0.92
21788698,0.48
12167149,1.76
19718006,0.68
15240751,0.97
13398003,0.83
13398002,0.83
11965047,1.16
36333611,Out of Stock
10319329,2.98
10318772,0.98
10295219,0.98
10318790,0.98
10291114,1.14
15603759,1.96
10319331,1.28
20435162,4.92
52241274,5.12
110730802,2.88
225137644,2.98
394624478,2.98
10818612,2.58
21268885,2.84
21174196,2.84
10319631,2.84
21476104,2.84
981084609,3.64
807090338,3.64
944068996,2.78
47725947,3.88
10295342,2.38
10315505,2.43
10295330,2.38
49569563,8.38
535953454,2.37
10295586,4.72
10291406,3.97
15716473,3.48
21805042,3.98
122250650,6.14
21805040,3.98
10308726,6.98
10308724,4.96
47041171,2.78
47088918,2.78
47088920,2.78
47088917,4.68
47041166,2.78
48676850,4.98
34186948,1.98
11964619,3.28
183756386,3.44
121845653,1.84
10291571,2.88
11964919,2.88
10291566,2.88
21268975,2.88
725691843,3.44
22210594,2.88
119621617,4.98
15716748,2.98
354626976,1.06
849188565,1.06
455519128,4.78
14905967,3.98
10533516,4.46
10307289,3.22
10307287,3.22
716664148,1.75
16618649,2.57
42124218,2.57
10292697,3.26
25875637,2.57
49463560,6.96
786856845,5.97
16554968,6.92
53725825,5.97
10294152,5.97
32180063,23.94
31956241,13.64
10849237,7.87
10899037,7.94
14313115,12.48
48714333,5.98
1192071,5.98
957277279,7
179204135,2.98
173946476,2.98
11025598,2.5
44391659,3.34
182870776,3.32
44391012,4.26
44391069,6.88
10533372,1
10315646,0.98
15529425,2.23
10292090,2.42
591479114,1.68
597867208,1.68
17800760,0.75
17800758,1.88
34789040,3.78
21950072,3.78
160195179,0.5
17800757,1.88
36361705,3.47
15570912,3.48
178938915,3.48
497562721,11.42
592611238,2.68
49769655,4.53
10324251,9.97
32427568,9.94
39661521,10.47
10403800,1.97
13908737,4.88
124769667,4.74
17235796,12.47
340163585,12.97
983264827,7.94
20608083,4.24
21644814,10.47
21644823,10.47
129231687,5.96
509941357,4.62
20886516,6.48
22388727,13.47
45925305,12.47
21128176,14.94
17325128,8.44
17325126,8.44
314210624,0.98
792526580,1.98
10290678,1.98
10307978,1.48
10321674,0.9
44391657,1.48
10321636,0.9
10321658,1.48
10321686,1.48
37827725,2.26
10321724,1.48
10321726,1.48
21296164,1.52
10321657,1.48
253942483,0.98
10313024,2.82
30986216,1.36
14651651,Out of Stock
15556023,2.58
35486043,2.28
35486041,2.28
14574584,2.98
45612361,4.28
15077427,2.26
10312980,3.77
14647641,2.98
15556135,4.72
14651653,2.08
318904523,1.74
14647660,1.98
10535859,6.16
15529427,2.48
14089343,1.97
17247766,2.37
17247765,2.37
45791869,2.98
10308583,1.27
181882761,4.97
181882761,4.97
706890202,5.28
10291968,2.42
52297232,2.56
548459166,3.97
10292640,4.23
34202117,2.74
17176262,2.74
23554583,2.82
17176255,2.82
23658442,3.34
22880503,2.56
11045784,2
15724189,3.28
119478023,3.96
10294701,2.98
10450481,2.98
13424374,2.98
22478823,2.98
35162370,2.98
147046935,10.98
535864229,7.47
20590102,8.46
10320857,4.98
20590101,8.46
107198869,11.94
10308188,2.98
10291485,2.88
10308191,2.88
10292275,6.74
10448082,11.98
46651273,9.96
55504330,13.28
10294412,9.44
10308181,5.58
115769787,6.47
46651274,3.88
10308523,3.67
49909662,3.28
49909660,3.28
17056788,3.28
49909692,3.28
283938010,2.27
28986017,9.26
196850633,7.47
326531313,9.96
580545345,8.92
32427569,9.94
54320956,3.48
10293982,3.48
10293985,1.64
10794773,3.48
10293987,1.64
10293989,1.64
10293984,1.64
10293980,1.64
47447892,1.64
10292721,1.98
29188104,2.5
34312392,2.68
33571861,2.17
314637921,2.98
34632324,2.68
534402624,2.56
10292621,2.56
10292620,2.56
35643839,3.38
10295591,3.38
10898596,2.98
10898596,2.98
10423332,1.97
885823568,1.44
23788429,3.97
10320642,1.5
39096467,3.34
10320644,2.98
10320633,1.98
10320643,Product Not Found
21656980,1.58
32195202,2.96
27419889,2.96
10291219,2.14
17619627,0.87
198295609,2.78
45106818,1.84
17283374,3
586460172,3.47
823717740,1.5
167130047,4.97
529250656,3.5
936157137,4.47
154757005,1.46
42072243,5.98
47934608,6.98
191540078,1.84
115102436,6.54
590825170,6.72
10307247,2.54
14551077,5.98
21576047,6.98
49543495,6.98
10292751,3.88
26832120,3.28
156197276,1.88
51259467,4.73
53748216,3.33
21905151,5.97
45726051,5.97
10448002,1.88
13908412,6.98
15435629,5.47
34379636,3.28
119444863,12.98
149341168,9.77
158479326,9.72
108093440,4.5
10804439,5.98
44391002,7.76
16940591,7.66
920731842,7.76
10312279,2.96
35433691,4.88
22127250,3.88
10849091,4.97
49550280,4.97
10849443,2.92
16608914,4.88
100809383,4.27
12167081,4.27
16608918,4.27
10309599,15.87
8457196,14.97
54061717,11.47
17325181,0.98
807042637,9.94
55204989,18.98
10324476,2.84
189263083,1.28
10312057,23.88
17248343,4.74
16627524,1.5
24626093,5.97
35592602,0.88
20551431,4.98
49527322,6.97
10325062,1.98
44807472,1.98
10403743,4.78
16627557,5.98
49058079,6.98
49058078,14.97
10317155,4.98
10317156,4.28
396903297,5.98
893449,6.38
765007855,2
34764454,4.98
10324468,2.67
167214513,7.76
765528709,7
44807523,9.84
10317151,4.28
284106904,8.88
10317152,6.38
21082592,3.82
15610987,4.94
807870834,3.82
10324740,3.57
10294995,1.84
115430336,2.4
10309449,1.94
37915367,4.76
10790821,2.98
17177050,2.98
10790822,2.98
112054118,0.98
10318826,0.88
49408992,10.26
10292771,2.58
10292779,0.24
20531341,0.24
15935636,2.98
20531329,2.98
15939958,2.98
22309193,2.98
20531330,2.98
15935640,2.98
10292237,2.48
17248117,2.48
10402770,2.48
145771665,1
11303904,1.96
17179748,1.97
17248110,2.48
10292694,2.48
10317242,5.98
32984667,5.98
40515319,5.98
10317241,5.98
14860482,5.98
44907129,7
44907125,7
51258973,1.98
10318441,2.98
17324930,2.98
51259531,3.98
10324125,2.67
10449724,4.74
51446782,5.92
15935196,1.98
10448006,2.24
13071859,24.32
14574631,6.94
10801455,4.97
10801459,4.94
10293968,4.88
10801444,4.97
19589811,4.46
38802597,0.94
876508,5.28
17325265,3.24
10316248,3.24
359088041,1.87
143805486,3.68
413701951,1.42
31705971,7.97
10532949,2.73
10320871,2.45
22660291,2.68
11027978,2.78
121815660,2.36
11030057,1.94
12442827,2.98
175840656,2.98
45796272,6.96
45799810,6.96
45796278,6.96
45796274,6.96
45796273,6.96
10849491,3.67
782166113,15.47
10324685,5.98
31958680,0.88
860746544,4.98
34766391,1.48
927799450,7.97
20850574,4.23
102355466,3.23
10448587,6.96
46068797,6.97
35756729,1.47
139681615,3.98
369283286,3.98
747667210,3.98
158371856,6.98
44391182,2.97
110859091,2.97
151438938,3.98
14255298,12.98
14255302,5.98
19758054,5.98
869785159,1
824672635,4.98
148683676,2.87
44391113,2.98
51259229,0.78
991242916,1.98
45980581,2.98
45980580,2.98
51259389,5.98
10535757,1.54
14053328,2.58
44419690,2.23
46866239,2.76
704747922,3.46
10451315,0.98
42353640,1.47
13399614,2.58
10308257,1.34
10308259,1.34
14122353,6.16
19757423,6.16
14149974,6.16
34701147,4.98
14664735,4.98
11964934,4.98
19276120,4.98
513053449,3.78
10324290,5.38
220334030,2.52
10805050,2.42
10805037,2.42
138691712,11.68
969745803,8.98
10315841,8.98
108931416,4.97
14664699,6.28
486256134,5.98
10450283,4.98
415721122,4
354253473,8.97
10790954,3.94
46064326,2.98
450785799,2.5
111631222,8.97
15754263,3.12
47386166,1.24
10794812,2.64
10794811,2.64
11961001,2.68
112688213,2.84
10794919,3.88
33378668,3.88
300745322,4.98
10794920,4.98
49314239,3.88
188424438,3.17
13252699,2.36
21943647,9.98
760946529,8.47
10543666,1.98
46491742,8.47
13045006,3.47
31712522,2.36
46807534,6.47
46491744,6.47
877063438,5.47
672666564,7.47
32252308,6.97
44389039,8.97
700604894,5.47
14089506,3.47
16554758,9.98
22569731,2.12
31712521,2.88
16554757,9.98
13908196,2.64
15136625,2.64
698678144,3.28
475122120,2.5
765237014,2.5
17283435,11.98
604914574,10.28
46707029,5.96
15136894,3.58
10813859,3.58
15580491,8.18
416021152,3.98
47183368,9.76
47183367,9.76
10293039,5
25826933,5
33731239,5
37661159,5
10292912,3.98
10292862,2.98
41461683,5.76
10292863,2.98
35868205,1.64
43951337,5.46
556818311,11.64
152363986,5.92
22700527,5.34
21849230,3
902885299,11.58
289132118,6.98
33284355,13.98
946045351,12.98
22056064,3.84
489576711,3.98
435222224,4.78
51251297,19.97
826708035,14.98
51259385,2.98
328567678,1.48
10318793,1.14
10849705,1.98
47088950,1.74
20918323,3.33
55171742,2.48
47333598,5.98
10312199,0.98
730823322,8.97
54027280,1.97
10790956,1
54049488,1.97
46879778,1
46879779,1
54027281,1.97
22210518,2.64
13399285,4.88
10891831,2.38
13399284,4.88
10891829,2.38
10891836,2.38
10891834,2.38
10891827,2.38
177363427,0.75
36336043,0.25
22478883,0.25
10307930,3.98
657592423,2.48
10294755,1.98
40711132,5.42
10294756,1.98
10535769,1.98
10535771,1.98
10294754,1.98
40618025,2.28
21268926,5.98
53479012,6.98
24017592,3.94
46095284,1.94
46095281,1.94
46095289,1.94
46095282,1.94
49065952,1.94
10801722,2.68
10801719,2.68
22880513,6.94
10801718,2.68
23816535,6.94
12444510,2.68
132125497,2.54
191193830,4.82
307879612,1.74
21905176,2.42
21905171,2.42
13812779,0.92
13812771,0.92
13812782,1.18
519446557,1.32
788098879,1.32
13812773,0.92
13812774,0.92
13812784,1.18
13812772,0.92
13812783,1.18
13812770,0.92
13812781,1.18
13812780,1.18
48256169,3.68
10813984,2.73
27465109,2.73
44680630,4.77
10535198,0.78
10309041,0.88
10535200,0.98
15529429,1.78
15529431,1.78
14940820,1
14860447,7
50159021,22.83
576729386,22.83
15136794,16.88
15136796,24.92
479601462,5.38
241171257,5.47
793989706,5.88
167493782,8.47
887705275,24.43
604870267,6.98
827143447,5.87
14272790,4.37
190340117,6.28
21268048,6.28
17247623,2.77
392167929,1.98
742477019,9.87
16672126,13.97
204841082,16.27
127802520,9.48
237521277,16.27
952357983,9.48
190229102,9.48
104406998,9.48
303881738,16.27
160165312,16.27
836287222,16.27
842346442,9.48
16504539,4.58
10535476,1.98
10294764,1.98
10450483,1.98
10294763,1.98
38124887,1.98
10324612,3.28
10324607,3.28
10324606,4.86
11028017,5.94
10535038,3.44
684003468,3.74
10535116,2.98
10320869,1.87
10535040,2.44
403009315,1.98
133770861,3.97
46536677,5.48
10535041,2.44
152404120,4.94
10535118,4.12
10535120,4.56
724481763,4.48
647684173,17.89
51334478,7.48
133327070,14.47
16940371,4.52
241902918,0.5
12458009,6.87
35506049,1
458521552,1
186569816,4.97
175014192,4.97
194835407,4.97
106395353,4.97
173056383,4.97
118591875,4.97
150573082,4.97
171789246,4.97
165506741,4.97
43346780,2.58
43285924,2.58
43285925,2.58
43285923,2.58
21081233,2.28
433628197,3.82
10294409,2.72
167810294,9.97
20977470,5.98
11964711,2.82
13925187,6.17
969652924,3.98
51762354,2.68
17056909,4.78
121592299,6.98
13448693,1.98
11984479,1.98
15137326,0.5
128642379,2.73
10850130,3.34
110895339,2.73
136993569,4.97
10293745,4.18
165506741,4.97
165506741,4.97
10293735,4.18
10801678,3.27
175014192,4.97
605849518,4.27
35734897,4.18
10898721,4.18
10293736,4.18
10309259,3.97
51316819,3.97
10309247,3.97
10309251,3.97
603336067,3.97
10309249,3.97
10309255,3.97
35734409,3.97
10309253,3.97
10309263,3.97
46726157,3.97
11061814,15.96
13281697,3.92
10801682,3.27
10801679,3.27
16224479,6.47
813686453,4.84
17178614,3.27
13281698,6.47
10801678,3.27
11047563,3.27
848584637,3.88
43285924,2.58
535786015,3.88
43346780,2.58
164285414,3.88
152814246,3.88
137858107,3.88
104238737,3.97
10309254,3.97
15754304,3.97
115170583,3.88
341661424,3.47
188680737,2.58
187015522,4.53
37402740,4.53
52694733,4.42
52694732,4.42
45791914,18.52
10321305,3.33
10420370,3.33
814297153,1.98
50035705,28.17
15570903,2.27
10450904,2.27
10450894,0.37
15570902,0.22
369126868,1.88
26084323,1.98
10535550,1.64
10309672,1.98
228680027,2.86
23736260,4.44
20659620,6.98
31958682,0.88
24093542,2.98
38587343,2.98
10313637,2.16
10290699,1.86
20531361,1.48
40927981,1.92
28403811,2.84
14940732,3.28
10308113,2.84
10308143,3.38
14940730,2.84
21289134,10.74
869829321,13.88
525771648,8.88
17056860,4.98
16940496,4.98
877935624,1.08
54844983,2.38
10292353,3.68
26947112,3.28
10535467,2.36
10292356,3.68
10321650,2.88
12166387,2.68
10415112,1.84
12166385,2.68
470751119,2.98
46861789,2.28
13908708,1.98
13908707,1.98
186603882,3.48
13908699,1.98
10309521,1.98
13908211,2.98
47133380,2.98
47133373,2.98
46861794,2.98
42124214,4.47
54060615,4.47
54060610,3.92
116173787,12.94
128314678,22.83
156925359,7.28
768201455,7.28
139297127,14.22
995519471,14.22
25876411,4.53
26967480,4.53
25876411,4.53
34202685,2.78
134239683,1.74
323023926,1.25
36325236,3.38
454333699,Out of Stock
11027536,4.94
51259368,1.74
40347953,0.98
15571062,2.98
20631705,2.54
10532755,2.78
13866106,7.88
635299725,19.98
14568798,4.88
893209,6.88
233863422,14.52
10324556,6.98
10293128,2.98
42391405,2.98
10818473,8.68
10801471,6.58
13274543,8.68
10818476,6.58
12167328,7.97
20659598,10.98
871618,5.62
871618,5.62
11997314,4.66
23756698,9.12
32239571,9.58
11997298,9.12
10811050,9.12
11997301,9.17
48931577,0.97
10295445,5.84
44906524,5.58
10295441,5.84
10295440,3.48
791797285,5.84
25868505,5.12
610849592,5.12
968643385,5.12
24706212,5.78
12018832,4.78
10790888,1
10291660,1
15556179,1
10291661,1
10295757,2.77
10295762,2.98
14869830,3.78
323652969,2.78
10295756,0.98
14869676,4.5
14869832,3.78
10295760,0.98
10295740,0.98
14272832,5.97
10805081,4.93
12166846,5.76
42286894,5.52
42286893,5.52
11964594,2.64
21467380,1.7
10801778,1.98
47446798,2.78
47446799,2.78
10453063,3.97
10319656,2.16
10308273,4.48
21296147,2.98
44391026,2.98
10315796,2.98
44391048,5.68
44391006,5.68
43922523,3.22
43984343,3.22
43984342,3.22
10801613,3.72
43922523,3.22
43984342,3.22
43984343,3.22
43436773,3.22
43436773,3.22
893257,11.47
15544073,7.97
41105695,10.22
55041891,8.86
10325002,3.96
38253373,1.78
816990455,2.98
38253374,1.78
10295317,1.88
10295312,1.48
794177962,2.98
49065924,3.67
49358454,3.67
49358453,3.67
49358449,3.67
10891734,3.67
49238640,3.67
49358456,3.67
13908219,3.67
578351207,3.67
45103545,5.34
10307705,3.46
22795518,3.94
10307707,3.98
605982558,3.94
10307709,5.54
989979757,3.94
798350187,2.97
979882341,2.97
918832887,1
607946387,1.5
927329756,2.5
758331012,Out of Stock
150481939,1.75
664369767,1.75
313021060,Out of Stock
790282803,6.98
659680282,6.98
971503257,6.98
491303556,6.98
699571654,0.49
618381411,6.98
10324793,5.98
669532981,10.88
37661283,9.74
19611719,9.74
12081663,9.74
25294835,9.74
37661281,9.74
12081663,9.74
37661285,17.44
243542717,11.96
31956101,6.94
426745834,11.96
36029347,7.97
36029469,7.97
21048458,7.97
346132861,13.92
14706710,8.94
392611498,13.92
35911319,9.88
48006461,1
139371669,9.88
13308433,5.77
14122711,5.77
13308435,5.77
13308435,5.77
41868039,6.86
10312229,1.28
10449184,1.38
45734536,6.97
31714421,4.37
10316881,3.32
33606262,12.94
425488211,3.32
10324485,1.97
54988842,22.47
10291453,2.94
51259550,2.25
51727071,5.24
442959681,3.63
882866080,3.98
106585958,5.88
20441600,5.88
35280943,3.22
14940667,3.22
874145802,3.42
559404794,4.48
677504334,4.74
166062362,1
10307652,3.64
284998358,2.25
654442950,1.98
38360240,3.12
32214774,4.22
10312472,2.26
10312441,2.5
426128136,1.87
47752454,2.98
184712956,2.98
20969684,2.5
37643096,3.48
162700117,2.98
10312439,3.98
746318535,4.96
54300726,3.47
10312442,3.98
191254258,2.94
182151370,2.94
110746551,3.97
155377783,3.97
155971489,4.94
159579188,2.94
16816412,4.94
629627549,2.94
38803262,1.96
635254127,4.94
10315446,1.38
38587659,2.48
261710522,4.94
21013575,4.52
10315438,1
10315442,3.84
10533038,1.77
10533038,1.77
502907592,1.34
454902619,2.97
10324361,5.84
15570986,1.97
10313652,4.52
544689732,1.48
533646542,3.28
26774890,2.78
953490188,6.92
300303229,3.98
290467021,3.98
28468231,2.73
45099788,2.73
33417631,4.18
184971132,3.82
16927792,2
50597545,1.98
105089029,3.97
158851667,3.97
50597535,1.98
10535862,1
10294620,2.98
44390989,4.46
14244869,4.46
10309699,4.46
10309701,4.46
52796312,1.98
50597536,1.98
50597538,1.98
50597542,1.98
108406477,3.97
50597548,1.98
109761212,4.97
51258933,1.98
50597552,1.98
50597550,1.98
52633655,2.26
50597544,1.98
51258915,5.94
50597546,1.98
21950023,3.96
100462514,3.97
50597563,1.98
50597541,1.98
13908160,2.28
10292659,5.42
36511541,3.24
23623832,4.96
10307673,6.48
49550252,10.47
10403813,1.78
12444553,6.36
12444555,13.62
10316163,1
10324474,1.98
893337,9.47
40711578,5.97
10403812,9.97
41172978,4
44665730,4
273422241,3.22
893339,7.87
10294203,12.96
432181345,10.47
39661525,7.72
10324480,3.88
20629922,13.98
40816797,4.5
10324911,2.48
17056970,4.37
1111750,9.48
10324484,3.88
639286013,6.24
28986013,8.78
888124,14.92
15716834,6.47
47041345,9.92
49769701,7.92
39457331,4.98
10294210,6.97
26971669,5.68
44395885,6.48
11964707,2.5
10309183,1.28
10292193,1.34
10309178,1.28
10309178,1.28
10309181,1.28
10309181,1.28
10309182,1.28
10309153,1.28
10313173,1.37
10291074,2.74
10291041,1.48
10291042,1.48
10309679,1.88
10291040,1.48
20554615,0.92
10307635,2
10307642,2
10307634,1.98
10307639,1.98
10824280,2.94
23816334,2.28
546209407,1.38
44391581,1.38
10324377,2.88
44391602,1.38
10308921,2.48
10308960,0.98
10308904,2.78
10308906,3.98
10308929,2.98
10308958,0.98
152215129,1.54
378941019,2.12
10290677,1.98
10308868,1.98
10290707,3.98
10308972,4.24
24093547,1.98
10290709,1.98
10308928,2.78
10290680,2.78
10307752,3.88
10818461,1.97
10813695,2.37
13812803,0.98
13812824,1.24
13812801,0.98
13812806,0.98
13812811,0.98
13812808,1.24
15610524,2.88
52673136,Out of Stock
13812823,1.24
153783693,2
541945647,6.48
157991373,3.38
10295041,2.58
10295044,2.58
10295042,2.58
39560954,4.28
46629720,2.67
10403362,3.96
132824145,2.98
33282308,2.68
33282306,2.68
44185594,2.68
44185596,2.68
44185614,2.68
35868952,1.98
10818721,2.25
10818720,2.25
246212997,1.44
24529905,2.98
24529904,2.98
667274741,1.44
45127027,3.47
44391123,3.47
360629834,3.47
184310759,4.97
32257670,1
22027024,1
22027023,1
10324623,7.88
104856306,14.97
10315449,1.84
10315452,1.84
10308104,3.28
10308113,2.84
10308105,2.84
492909841,3.88
52518415,1.5
38570794,16.98
43333516,15.46
38570793,16.98
21312044,2.62
697729590,1.68
10900155,2.98
39878661,6.94
136328454,6.94
10451484,2.98
277865377,1.98
20511639,2.42
251189677,7.97
209396963,7.97
10319381,2.08
10319375,1.98
